Fiscal Year,Service,Department,Program,Fund,Fund Type,Expense Type,Description,Approved Amount
2018,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"711,645"
2018,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"822,290"
2018,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"651,714"
2018,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"876,766"
2018,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"169,288"
2019,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"530,216"
2019,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"764,871"
2019,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,460,449"
2019,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"1,197,346"
2019,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"191,590"
2019,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"233,275"
2019,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"572,820"
2019,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"247,750"
2019,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"982,636"
2019,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"934,596"
2019,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"754,017"
2019,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"62,500"
2020,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"802,502"
2020,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"1,027,126"
2020,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,222,810"
2020,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"2,238,542"
2020,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"218,498"
2020,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"233,408"
2020,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"375,332"
2020,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2020,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"870,363"
2020,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2020,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,083,165"
2020,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2020,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,0
2020,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,"500,000"
2020,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,415,948"
2020,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"112,070"
2021,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"720,101"
2021,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"1,551,045"
2021,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,159,404"
2021,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"1,492,086"
2021,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"459,576"
2021,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2021,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"250,936"
2021,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,206,992"
2021,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,182,313"
2021,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2021,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"326,146"
2021,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,184,473"
2021,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"136,912"
2022,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"766,024"
2022,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"1,421,644"
2022,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,313,380"
2022,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"1,143,180"
2022,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"507,066"
2022,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2022,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"286,157"
2022,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,571,391"
2022,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,556,123"
2022,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2022,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"406,770"
2022,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,543,715"
2022,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"125,850"
